earnings_30mo,enrolled,offer,age2225,age2629,age3035,age3644,age4554,married,hsorged,prior_employment_status,black,hispanic,male,afdc,class_tr,ojt_jsa
2673,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
4212,1,1,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,1,0,1
2752,1,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
41108,1,1,0,0,0,1,0,Married,Diploma/GED,Unknown,0,1,0,0,0,1
32046,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
39125,1,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
3433,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
41820,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
544,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
10353,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,1,0
484,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
37641,0,0,0,1,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,0
54109,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
16648,0,0,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
1465,1,1,0,0,1,0,0,Not married,Unknown,Unknown,0,1,0,1,1,0
21880,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
3782,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
2066,0,1,0,0,0,0,1,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,1,0,0,0
11864,1,1,0,0,0,0,1,Not married,Unknown,Unknown,0,1,0,0,0,0
33909,0,0,0,0,1,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,1
40968,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
25551,1,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
0,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
9800,0,0,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
16651,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
2915,0,0,0,0,0,0,1,Not married,Diploma/GED,Unknown,0,0,0,0,0,1
15621,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
32901,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,1,0
0,0,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
10885,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
23211,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
799,0,0,0,0,0,1,0,Not married,Diploma/GED,Unknown,0,0,0,0,0,0
13159,0,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,0,0
17082,0,0,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,1,1,0
13305,0,0,0,0,1,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,1
12663,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
0,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
610,0,1,0,0,1,0,0,Not married,No diploma/GED,Unknown,1,0,0,0,0,1
4704,1,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
0,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
31440,1,1,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
21793,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
16712,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
29524,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,0,1
30306,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
36967,1,1,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
4087,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
15075,0,0,0,1,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
5337,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
3574,0,1,1,0,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,1,0
55323,1,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
18823,1,1,0,0,0,0,1,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
39747,1,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
18093,0,1,0,1,0,0,0,Not married,No diploma/GED,Unknown,0,0,1,0,0,0
2397,1,1,0,1,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,1,0
27628,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
20715,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
28601,0,1,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
3168,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
4175,1,1,0,0,1,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
3117,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
14304,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,1,1,0
19065,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
9620,0,0,0,0,0,0,1,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
17646,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
3720,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
8793,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
23055,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,0
23757,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
19380,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
0,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
2447,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
10627,1,1,0,0,1,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
13425,1,1,0,0,0,1,0,Unknown,No diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
9840,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
11793,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
3435,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,0
22941,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
43551,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
21726,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
27138,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
17896,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
3749,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
930,0,0,1,0,0,0,0,Unknown,Unknown,Unknown,1,0,0,0,1,0
6850,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
19481,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
8231,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
77388,0,1,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,1
1830,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
0,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
0,0,0,0,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
53349,1,1,1,0,0,0,0,Married,Unknown,Worked 13 weeks or more in prior year,0,0,1,0,0,1
12618,1,1,0,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
1125,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
14294,1,1,0,0,0,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,1,0
26544,0,0,0,0,1,0,0,Not married,Unknown,Worked 13 weeks or more in prior year,1,0,1,1,0,0
64578,0,1,1,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
3967,0,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
24938,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
162,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
9372,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
1980,0,1,1,0,0,0,0,Married,Diploma/GED,Unknown,0,1,0,0,0,1
16743,1,1,0,0,0,1,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
44574,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
14508,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
16735,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
2621,0,1,0,0,0,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
16692,0,0,0,0,0,0,1,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
5017,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
20494,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
43293,0,0,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
13455,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
0,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
25168,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
22375,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
34023,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
5652,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
2179,0,0,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3630,0,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
0,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
0,0,1,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
17081,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
2143,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
35005,0,1,0,0,1,0,0,Married,Diploma/GED,Unknown,0,0,1,1,0,1
16464,1,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
15291,0,0,0,1,0,0,0,Unknown,Unknown,Worked less than 13 weeks in prior year,1,0,1,0,1,0
5172,0,0,0,0,0,1,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
28910,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,1,0
64594,0,0,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
11613,0,0,1,0,0,0,0,Married,Diploma/GED,Unknown,0,1,0,1,0,0
12861,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
12861,0,0,0,0,0,0,1,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
24340,0,1,1,0,0,0,0,Unknown,Unknown,Unknown,0,0,1,0,1,0
10245,0,0,0,1,0,0,0,Not married,Unknown,Unknown,0,0,0,0,1,0
34215,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
37774,0,1,0,0,0,1,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
22239,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
7896,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
18125,0,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
9395,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
15333,0,1,0,1,0,0,0,Married,Diploma/GED,Unknown,0,0,0,1,0,0
35925,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
9843,1,1,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
16995,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
20513,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
4846,1,1,1,0,0,0,0,Unknown,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
1812,0,0,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,0,0,0,0
2502,0,0,0,0,0,0,0,Not married,No diploma/GED,Unknown,0,0,0,0,0,0
33927,0,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
162,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
6186,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
5217,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,1
0,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
11010,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,1
0,0,1,0,0,0,1,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,0,1
72118,1,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
38684,0,0,0,0,0,1,0,Unknown,Unknown,Worked less than 13 weeks in prior year,0,0,1,0,1,0
0,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
13346,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
1530,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
8193,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
44522,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
0,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
3784,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
38563,1,1,0,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
48243,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
0,0,1,0,0,1,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
14985,0,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
32010,0,0,1,0,0,0,0,Not married,Diploma/GED,Unknown,0,0,1,0,0,0
0,1,1,0,0,0,1,0,Unknown,Diploma/GED,Unknown,1,0,1,0,1,0
4137,0,0,0,0,1,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
13333,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,0,1
12804,0,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,0
5409,0,0,0,0,1,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,1,1,0
20120,1,1,0,0,1,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
3984,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,1
66,0,1,0,0,0,0,1,Unknown,Unknown,Worked less than 13 weeks in prior year,0,0,1,0,0,1
25562,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
21042,0,0,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,1,0
9823,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
32418,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
25022,0,0,0,0,0,1,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
9258,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
0,1,1,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,1,0
15138,1,1,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
4776,0,0,0,0,1,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,1,0
16632,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
0,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,1
34721,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
8757,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,1
2919,0,1,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
12520,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,0
7500,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,1
268,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
25047,1,1,0,1,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
162,0,1,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
279,0,0,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
4937,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,1
7588,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
27916,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
0,0,1,0,0,0,0,1,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,0,0,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,1,0
34040,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
27809,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,1,0
42857,1,1,0,1,0,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
36786,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,1,0
29855,1,1,1,0,0,0,0,Married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
294,0,1,0,1,0,0,0,Not married,Diploma/GED,Unknown,1,0,1,0,1,0
41892,0,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,1
10067,1,1,0,0,0,1,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,1,0,0,1,0,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,1,0,0
26880,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
10135,0,1,0,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
46623,0,0,0,0,0,1,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
33098,1,1,0,0,1,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
23696,1,1,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
0,1,1,0,0,0,0,1,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,0,1,1,0
5047,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,0,0
17603,0,0,0,0,1,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,1,0,1,0,0,1
640,0,0,0,0,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,1
1533,0,0,0,1,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
21564,1,1,0,1,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,0,0
45276,1,1,0,0,1,0,0,Unknown,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
23851,0,1,0,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,0,0,0,0
8634,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,1,0
32942,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,1
3228,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
18687,1,1,0,0,0,1,0,Not married,Unknown,Worked less than 13 weeks in prior year,1,0,0,1,1,0
10458,1,1,0,1,0,0,0,Not married,Unknown,Worked less than 13 weeks in prior year,1,0,0,0,0,1
2550,1,1,1,0,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
0,0,0,1,0,0,0,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,1,0,0,1,0
2748,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,1,0
40171,0,0,0,1,0,0,0,Married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,0,0,0,1
30993,1,1,0,1,0,0,0,Not married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
3242,1,1,0,0,0,0,1,Not married,Unknown,Worked less than 13 weeks in prior year,0,0,0,0,0,0
22513,0,1,1,0,0,0,0,Married,No diploma/GED,Unknown,0,1,0,0,1,0
37502,0,1,0,0,0,1,0,Married,No diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,0
42515,0,0,0,0,0,1,0,Married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,1,0,0,1
14991,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,1,0,1,0,0,0
2259,1,1,0,1,0,0,0,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,0,1,0,1,0,0
12158,0,0,1,0,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,1,0,0,1,1,0
369,0,0,0,0,0,0,1,Unknown,No diploma/GED,Worked less than 13 weeks in prior year,1,0,0,0,0,0
19263,0,0,0,0,1,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,1,1,0,1,0
8109,0,1,0,1,0,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
13101,1,1,0,0,0,0,1,Unknown,Diploma/GED,Unknown,0,0,0,0,0,0
26563,1,1,0,0,1,0,0,Not married,Diploma/GED,Worked less than 13 weeks in prior year,0,0,0,0,0,0
29283,1,1,1,0,0,0,0,Not married,Diploma/GED,Worked 13 weeks or more in prior year,0,0,0,0,0,0
11576,0,0,1,0,0,0,0,Not married,No diploma/GED,Worked 13 weeks or more in prior year,0,0,1,0,0,0
